Distrito,Establecimiento,Dirección,Teléfono,Precio de Venta (Soles por galón),Departamento,Provincia,Producto,Fecha,Precio
ATE,ESTACION DE SERVICIOS GRIFO DENVER S.R.L.,"CARRETERA CENTRAL SUB PARCELA 8A DE LA PARCELA N°10015 EX FUNDO PARIACHI MZ. A LT. 1 Y 2, PROGRAMA DE VIVIENDA 'LAS PONCIANAS DE PARIACHI'",,14.85,LIMA,LIMA,Gasohol Premium,2025-11-17,14.85
ATE,INYSY SAC,AV. LOS VIRREYES MZ. B LT. 8-A EX FUNDO ZAVALETA,910875964,14.85,LIMA,LIMA,Gasohol Premium,2025-11-17,14.85
ATE,GRIFOS ESPINOZA S.A.,AV. NICOLAS AYLLÓN N° 4359,994297606,14.89,LIMA,LIMA,Gasohol Premium,2025-11-17,14.89
ATE,INVERSIONES PACO HUAYCAN S.A.C.,"AV. ANDRES AVELINO CACERES LOTE 9-10, MZ. P, AA. HH. HUAYCAN",999724878/999791374,14.89,LIMA,LIMA,Gasohol Premium,2025-11-17,14.89
ATE,CORPORACION VISTA ALEGRE S.A.C.,AV. NICOLAS AYLLON N° 4706 (LOTE A - FUNDO VISTA ALEGRE),017654321/987654321,14.89,LIMA,LIMA,Gasohol Premium,2025-11-17,14.89
ATE,L. DACRUZ SERVIS A & D S.R.L.,AV. METROPOLITANA MZ. J LOTE 42 B URB. TILDA,013513367/971527090,14.9,LIMA,LIMA,Gasohol Premium,2025-11-17,14.9
ATE,ESTACION DE SERVICIOS MAYORAZGO S.A.,"AV. PROLONGACION JAVIER PRADO ESQ. CON LA AV. B, URB. LOS PORTALES DE JAVIER PRADO",979718241,14.93,LIMA,LIMA,Gasohol Premium,2025-11-17,14.93
ATE,ESTACION DE SERVICIO PURUCHUCO S.A.C.,"AV. NICOLAS AYLLON N° 4500, URB. LOS PORTALES DE JAVIER PRADO",996896493/998314501,14.95,LIMA,LIMA,Gasohol Premium,2025-11-17,14.95
ATE,CORPORACIÓN VILLAVICENCIO S.A.C.,"AV. MIGUEL GRAU, SUB LOTE 28-B, URB. SANTA CLARA",999300087,14.97,LIMA,LIMA,Gasohol Premium,2025-11-17,14.97
ATE,ESCOH S.A.C.,"AV. NICOLAS AYLLON, ESQUINA CON AV. LA MOLINA",955108634,14.98,LIMA,LIMA,Gasohol Premium,2025-11-17,14.98
ATE,COESTI S.A.,AV. NICOLAS AYLLON Nº 2237,987654321,14.99,LIMA,LIMA,Gasohol Premium,2025-11-17,14.99
ATE,COESTI S.A.,AV. NICOLAS AYLLON N° 2039,947372367,14.99,LIMA,LIMA,Gasohol Premium,2025-11-17,14.99
ATE,LUBRIGAS S.R.LTDA.,CARRETERA CENTRAL KM. 2.5. LOTE 6-A1,013483388/013493327,14.99,LIMA,LIMA,Gasohol Premium,2025-11-17,14.99
ATE,ESTACION DE SERVICIOS HORNA SRL,ESQ. AV. SEPARADORA INDUSTRIAL N° 809,939639423,15.14,LIMA,LIMA,Gasohol Premium,2025-11-17,15.14
ATE,ESTACION DE SERVICIO DON JULIAN EIRL,AV SANTA ROSA N° 333,933655547,15.24,LIMA,LIMA,Gasohol Premium,2025-11-17,15.24
ATE,LA JOYA DE SANTA ISABEL E.I.R.L.,ESQ. AV. MIGUEL GRAU Y CALLE 4,986672097,15.29,LIMA,LIMA,Gasohol Premium,2025-11-17,15.29
ATE,NEGOCIACION OLIMPO S.A.,"AV. SEPARADORA INDUSTRIAL MZ. A, LTS. 32,35 URB. OLIMPO",016524017,15.29,LIMA,LIMA,Gasohol Premium,2025-11-17,15.29
ATE,VIJOGAS S.A.C.,"AV. SANTA ROSA N 610, ESQUINA JR. LOS SAUCES",,15.37,LIMA,LIMA,Gasohol Premium,2025-11-17,15.37
ATE,COESTI SA,"CARRETERA CENTRAL KM. 16 (AV. NICOLAS AYLLON S/N, MZ. A, LOTE 1) PROGRAMA DE VIVIENDA LAS PRADERAS",012033100/978832964/941949574,15.39,LIMA,LIMA,Gasohol Premium,2025-11-17,15.39
ATE,CORPORACION PERUANA DE COMERCIO Y SERVICIOS SAC,AV. DANIEL ALCIDES CARRION 501 C.P. SANTA CLARA,999990791,15.7,LIMA,LIMA,Gasohol Premium,2025-11-17,15.7
ATE,ESTACION CORMAR S.A.,AV. CARRETERA CENTRAL S/N KM. 2.5 VITARTE ESQ. AV. INGENIEROS URB. BUENOS AMIGOS,013482222/944401223,15.99,LIMA,LIMA,Gasohol Premium,2025-11-17,15.99
ATE,COESTI S.A,AV. NICOLAS AYLLÓN N° 2162,012033100/01203 3178/978833785,15.99,LIMA,LIMA,Gasohol Premium,2025-11-17,15.99
ATE,REPSOL COMERCIAL S.A.C.,AV. NICOLAS AYLLON Nº 1912,996374386,15.99,LIMA,LIMA,Gasohol Premium,2025-11-17,15.99
ATE,REPSOL COMERCIAL S.A.C.,AV. NICOLAS AYLLON N° 2970,012157530/012156225,15.99,LIMA,LIMA,Gasohol Premium,2025-11-17,15.99
ATE,COESTI SA,"AV. NICOLAS AYLLON S/N KM 2.8, ESQ. CON TOMAS ALVA EDISON",012033100/978844730,16.69,LIMA,LIMA,Gasohol Premium,2025-11-17,16.69
ATE,REPSOL COMERCIAL S.A.C.,"AV. SEPARADORA INDUSTRIAL N° 3085, URB. MAYORAZGO CHICO, MZ. N, LOTES 7, 8, 9, 10, 11, 12, 13, 14, 15, 16 Y 17",012157530/012156225,16.99,LIMA,LIMA,Gasohol Premium,2025-11-17,16.99
ATE,INVERSIONES MAMA OLGA S.A.C.,ESQ. DE LA AV. JOSE CARLOS MARIATEGUI N° 2510 CON LA CALLE 15 DE JUNIO,014080497/998100910,16.99,LIMA,LIMA,Gasohol Premium,2025-11-17,16.99
ATE,EMPRESA DE SERVICIOS Y TRANSPORTES EL NEGRO E.I.R.L.,"MZ A LT 1,2,3,4,5 Y 6 DEL PROGRAMA DE VIVIENDA Y COMERCIO LAS PRADERAS DE PARIACHI",013592881/996503352,12.23,LIMA,LIMA,Gasohol Regular,2025-11-17,12.23
ATE,COMBUSTIBLES H&S S.R.L.,"AV. NICOLAS AYLLON (EX CARRETERA CENTRAL) S/N MZ. ""B"" LOTES 5 Y 5-A U.C. 10022",,12.24,LIMA,LIMA,Gasohol Regular,2025-11-17,12.24
ATE,ESTACION DE SERVICIO VIRGEN DE LAS NIEVES SAC,AV. CARRETERA CENTRAL KM. 13.5,,12.37,LIMA,LIMA,Gasohol Regular,2025-11-17,12.37
ATE,CONSORCIO PETRO CENTRAL SAC,"UNIDAD CATASTRAL 10715, SECTOR PACAYAL, FUNDO SAN JUAN DE PARIACHE, AV. NICOLAS AYLLON S/N",,12.49,LIMA,LIMA,Gasohol Regular,2025-11-17,12.49
ATE,ECAMEL S.A.C.,"AV. NICOLAS AYLLON MZ. B LOTES 01, 02, 03, 04, 05, 23, 24, 25 Y 26, KM. 15.1 (ANTES CARRETERA CENTRAL KM. 15.1)",013017866,12.6,LIMA,LIMA,Gasohol Regular,2025-11-17,12.6
ATE,GRIFO VILLA HERMOSA S.A.C.,AV. A SUR CALLE 1 Y CALLE 2 RESIDENCIAL VILLA HERMOSA DE HUAYCAN,014355664/013591901,12.69,LIMA,LIMA,Gasohol Regular,2025-11-17,12.69
ATE,INVERSIONES PURITA CALIDAD S.R.L.,AV. CIRCUMVALACION MZ. F LT.8,996289340/980846599,12.69,LIMA,LIMA,Gasohol Regular,2025-11-17,12.69
ATE,PETRO EXPLORIUM,"CALLE SAN CARLOS RD, MZ. C LOTE 14",994992758,12.78,LIMA,LIMA,Gasohol Regular,2025-11-17,12.78
ATE,ESTACION 715 LA MERCED,ESQ. AV. URUBAMBA CON AV. LOS INGENIEROS,015342336,12.79,LIMA,LIMA,Gasohol Regular,2025-11-17,12.79
ATE,SERVOSA COMBUSTIBLES S.A.C.,CARRETERA CENTRAL KM. 16.50,995996221/920660239,12.79,LIMA,LIMA,Gasohol Regular,2025-11-17,12.79
ATE,YE PETROLEUM S.A.C.,"AV. LOS CASTILLOS Nº 340, URB. INDUSTRIAL SANTA ROSA",943736528/901439574,12.87,LIMA,LIMA,Gasohol Regular,2025-11-17,12.87
ATE,AHV COMBUSTIBLES S.A.C.,CARRETERA CENTRAL KM 13.650 GLORIA BAJA,,12.88,LIMA,LIMA,Gasohol Regular,2025-11-17,12.88
ATE,SERVICENTRO SMILE S.A.,"CALLE LOS ORFEBREROS N° 129, URB. INDUSTRIAL EL ARTESANO",999086922,12.89,LIMA,LIMA,Gasohol Regular,2025-11-17,12.89
ATE,INVERSIONES M Y E S.A.C.,AV. JOSE CARLOS MARIATEGUI ESQ. CALLE B-8 HUAYCAN,944578396/971760133,12.99,LIMA,LIMA,Gasohol Regular,2025-11-17,12.99
ATE,LUISA ANGELICA TORRES VASQUEZ,"AV. NICOLAS AYLLON (CARRETERA CENTRAL) KM. 12, SUBLOTE A DEL FUNDO SAN JUAN DE PARIACHI",981098907,12.99,LIMA,LIMA,Gasohol Regular,2025-11-17,12.99
ATE,FEY PARTNERS S.A.C.,"AV. MARCO DE LA PUENTE LLANOS ESQ. CON CALLE 4 MZ. ""E"" LOTE 3B, URB. BARBADILLO",,13.09,LIMA,LIMA,Gasohol Regular,2025-11-17,13.09
ATE,ENERGIGAS S.A.C.,AV. VICTOR RAUL HAYA DE LA TORRE S/N (KM. 5.6 CARRETERA CENTRAL) ESQUINA CON JR. SANTA MARIA,933909213,13.15,LIMA,LIMA,Gasohol Regular,2025-11-17,13.15
ATE,EMPRESA DE TRANSPORTES Y SERVICIOS EL SOL DE SANTA CLARA S.A.,AV. SAN ALFONSO (LOTE 58) SANTA CLARA,013563158/921503937/960388198,13.28,LIMA,LIMA,Gasohol Regular,2025-11-17,13.28
ATE,GRIFO PARQUE INDUSTRIAL EL ASESOR S.A.C.,ESQUINA AV. C Y CALLE 5 PARQUE INDUSTRIAL EL ASESOR,945136651,13.29,LIMA,LIMA,Gasohol Regular,2025-11-17,13.29
ATE,INVERSIONES LUMARCO S.A.,"AV. NICOLAS AYLLON N° 8710-8720, CARRETERA LIMA - CHOSICA, ALT. KM. 11.20 (ANTES CARRETERA CENTRAL KM. 11.5)",967778888,13.3,LIMA,LIMA,Gasohol Regular,2025-11-17,13.3
ATE,LUBRIGAS S.R.LTDA.,CARRETERA CENTRAL KM. 2.5. LOTE 6-A1,013483388/013493327,13.39,LIMA,LIMA,Gasohol Regular,2025-11-17,13.39
ATE,RAUL TORRES QUIQUIA,"AV. ANDRES AVELINO CACERES ZONA L LOTE 38, 39 Y 40 DEL PUEBLO JOVEN PROYECTO ESPECIAL HUAYCAN",,13.49,LIMA,LIMA,Gasohol Regular,2025-11-17,13.49
ATE,ESTACION CORMAR S.A.,AV. CARRETERA CENTRAL S/N KM. 2.5 VITARTE ESQ. AV. INGENIEROS URB. BUENOS AMIGOS,013482222/944401223,13.49,LIMA,LIMA,Gasohol Regular,2025-11-17,13.49
ATE,INVERSIONES PACO HUAYCAN S.A.C.,"AV. ANDRES AVELINO CACERES LOTE 9-10, MZ. P, AA. HH. HUAYCAN",999724878/999791374,13.49,LIMA,LIMA,Gasohol Regular,2025-11-17,13.49
ATE,INVERSIONES HM SEÑOR DE MURUHUAY SAC,"AV. ANDRES AVELINO CACERES LT 15, ZONA H, PJ PROYECTO ESPECIAL HUAYCAN",943083859,13.49,LIMA,LIMA,Gasohol Regular,2025-11-17,13.49
ATE,VICENTE Y ROMUALDA PRINCIPAL.,"ESQUINA AV. A CON CALLE 1, MZ. B. LOTES 12, 13 Y 14",988033587/956863818,13.55,LIMA,LIMA,Gasohol Regular,2025-11-17,13.55
ATE,SERVICIOS MULTIPLES Y TRANSPORTES W.W.C. S.R.L.,CARRETERA CENTRAL KM 14.800 ESQUINA CON AV. GLORIA - GLORIA ALTA,957611432/943619486,13.59,LIMA,LIMA,Gasohol Regular,2025-11-17,13.59
ATE,CORPORACIÓN VILLAVICENCIO S.A.C.,"AV. MIGUEL GRAU, SUB LOTE 28-B, URB. SANTA CLARA",999300087,13.67,LIMA,LIMA,Gasohol Regular,2025-11-17,13.67
ATE,CENTRAL PARIACHI S.A.C.,AV. NICOLAS AYLLON (ANTES CARRETERA CENTRAL) PREDIO SEMI RUSTICO PARIACHI PARCELA 10906,959323728,13.69,LIMA,LIMA,Gasohol Regular,2025-11-17,13.69
ATE,BELLIDO GAS S.A.C.,"AV. LA MOLINA N° 377, 379, 381, 397 PARCELA SEMIRUSTICA LA MOLINA, MZ. D PARCELA 04",974487793,13.69,LIMA,LIMA,Gasohol Regular,2025-11-17,13.69
ATE,INYSY SAC,AV. LOS VIRREYES MZ. B LT. 8-A EX FUNDO ZAVALETA,910875964,13.85,LIMA,LIMA,Gasohol Regular,2025-11-17,13.85
ATE,ESTACION DE SERVICIOS GRIFO DENVER S.R.L.,"CARRETERA CENTRAL SUB PARCELA 8A DE LA PARCELA N°10015 EX FUNDO PARIACHI MZ. A LT. 1 Y 2, PROGRAMA DE VIVIENDA 'LAS PONCIANAS DE PARIACHI'",,13.85,LIMA,LIMA,Gasohol Regular,2025-11-17,13.85
ATE,CORPORACION VISTA ALEGRE S.A.C.,AV. NICOLAS AYLLON N° 4706 (LOTE A - FUNDO VISTA ALEGRE),017654321/987654321,13.87,LIMA,LIMA,Gasohol Regular,2025-11-17,13.87
ATE,GRIFOS ESPINOZA S.A.,AV. NICOLAS AYLLÓN N° 4359,994297606,13.89,LIMA,LIMA,Gasohol Regular,2025-11-17,13.89
ATE,COESTI SA,"CARRETERA CENTRAL KM. 16 (AV. NICOLAS AYLLON S/N, MZ. A, LOTE 1) PROGRAMA DE VIVIENDA LAS PRADERAS",012033100/978832964/941949574,13.89,LIMA,LIMA,Gasohol Regular,2025-11-17,13.89
ATE,L. DACRUZ SERVIS A & D S.R.L.,AV. METROPOLITANA MZ. J LOTE 42 B URB. TILDA,013513367/971527090,13.9,LIMA,LIMA,Gasohol Regular,2025-11-17,13.9
ATE,ESTACION DE SERVICIOS MAYORAZGO S.A.,"AV. PROLONGACION JAVIER PRADO ESQ. CON LA AV. B, URB. LOS PORTALES DE JAVIER PRADO",979718241,13.93,LIMA,LIMA,Gasohol Regular,2025-11-17,13.93
ATE,ESTACION DE SERVICIO PURUCHUCO S.A.C.,"AV. NICOLAS AYLLON N° 4500, URB. LOS PORTALES DE JAVIER PRADO",996896493/998314501,13.95,LIMA,LIMA,Gasohol Regular,2025-11-17,13.95
ATE,VIJOGAS S.A.C.,"AV. SANTA ROSA N 610, ESQUINA JR. LOS SAUCES",,13.98,LIMA,LIMA,Gasohol Regular,2025-11-17,13.98
ATE,ESCOH S.A.C.,"AV. NICOLAS AYLLON, ESQUINA CON AV. LA MOLINA",955108634,13.98,LIMA,LIMA,Gasohol Regular,2025-11-17,13.98
ATE,REPSOL COMERCIAL S.A.C.,"AV. SEPARADORA INDUSTRIAL N° 3085, URB. MAYORAZGO CHICO, MZ. N, LOTES 7, 8, 9, 10, 11, 12, 13, 14, 15, 16 Y 17",012157530/012156225,13.99,LIMA,LIMA,Gasohol Regular,2025-11-17,13.99
ATE,REPSOL COMERCIAL S.A.C.,AV. NICOLAS AYLLON Nº 1912,996374386,13.99,LIMA,LIMA,Gasohol Regular,2025-11-17,13.99
ATE,REPSOL COMERCIAL S.A.C.,AV. NICOLAS AYLLON N° 2970,012157530/012156225,13.99,LIMA,LIMA,Gasohol Regular,2025-11-17,13.99
ATE,COESTI S.A.,AV. NICOLAS AYLLON Nº 2237,987654321,13.99,LIMA,LIMA,Gasohol Regular,2025-11-17,13.99
ATE,COESTI SA,"AV. NICOLAS AYLLON S/N KM 2.8, ESQ. CON TOMAS ALVA EDISON",012033100/978844730,13.99,LIMA,LIMA,Gasohol Regular,2025-11-17,13.99
ATE,REPSOL COMERCIAL S.A.C.,AV. LA MOLINA N° 448,014372441,13.99,LIMA,LIMA,Gasohol Regular,2025-11-17,13.99
ATE,REPSOL COMERCIAL S.A.C.,"ESQ. AV. LOS INGENIEROS Y AV. SEPARADORA INDUSTRIAL N° 2503, MZ. E LOTE 14-2, URB. STA. RAQUEL 2DA. ETAPA",955635066,13.99,LIMA,LIMA,Gasohol Regular,2025-11-17,13.99
ATE,COESTI S.A.,AV. NICOLAS AYLLON N° 2039,947372367,13.99,LIMA,LIMA,Gasohol Regular,2025-11-17,13.99
ATE,ESTACION DE SERVICIOS HORNA SRL,ESQ. AV. SEPARADORA INDUSTRIAL N° 809,939639423,14.07,LIMA,LIMA,Gasohol Regular,2025-11-17,14.07
ATE,NEGOCIACION OLIMPO S.A.,"AV. SEPARADORA INDUSTRIAL MZ. A, LTS. 32,35 URB. OLIMPO",016524017,14.28,LIMA,LIMA,Gasohol Regular,2025-11-17,14.28
